GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,,,,4.8,4.80000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,14.0 [9.0-22.6],13.96290,8.97000,22.57860,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,21.8 [18.1-45.8],21.84590,18.06990,45.79030,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,21.6 [16.0-40.2],21.60500,16.00800,40.22400,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,13.1 [9.8-22.9],13.09370,9.75000,22.85770,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,17.5 [14.4-30.8],17.47040,14.41900,30.84440,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,28.6 [23.1-43.2],28.61950,23.14670,43.20090,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,20.9 [17.2-37.5],20.85930,17.22110,37.49290,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,21.0 [17.4-32.8],21.03890,17.39730,32.80890,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,6.2 [4.1-9.1],6.24000,4.12000,9.05000,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,6.4 [4.3-9.2],6.44000,4.32000,9.21000,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,8.0 [6.8-16.3],8.03000,6.78000,16.27590,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,10.2 [8.9-22.1],10.24980,8.92000,22.10760,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,22.3 [14.2-37.2],22.33340,14.21900,37.23660,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,22.6 [14.5-37.7],22.61060,14.48740,37.74530,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,23.6 [16.0-40.1],23.60000,15.95770,40.09980,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,15.2 [11.9-21.1],15.24160,11.92930,21.07410,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,14.2 [9.1-22.9],14.15570,9.14000,22.89100,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,31.7 [26.0-56.5],31.69280,26.03430,56.48730,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,6.3 [4.2-9.2],6.34000,4.19000,9.16000,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,8.7 [7.3-17.9],8.65000,7.32000,17.91690,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,16.6 [12.8-23.0],16.58550,12.84230,23.03480,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,39.1 [31.5-56.3],39.06670,31.50050,56.25390,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,15.1 [10.7-24.4],15.13780,10.70110,24.38610,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,21.9 [18.0-29.6],21.90860,17.96010,29.55790,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,20.0 [16.5-36.8],19.95410,16.49960,36.84060,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,34.2 [28.0-62.4],34.20410,27.96800,62.41910,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,33.5 [27.2-52.0],33.52800,27.17830,51.95940,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,6.7 [4.8-9.1],6.69000,4.82000,9.07000,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,26.7 [20.5-38.2],26.68940,20.53140,38.18690,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,14.8 [10.0-24.1],14.76170,10.03780,24.06400,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,6.7 [5.4-8.1],6.65000,5.37000,8.05000,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,22.7 [18.7-36.0],22.73840,18.68140,36.02200,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,27.3 [22.4-46.0],27.32140,22.39310,46.04590,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,24.4 [18.9-35.0],24.41170,18.93150,34.97900,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,28.9 [23.2-49.2],28.92170,23.18330,49.16400,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,24.2 [17.0-40.9],24.21430,17.02270,40.85110,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,5.2 [3.9-6.7],5.15000,3.91000,6.65000,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,33.0 [26.7-46.7],32.96460,26.71240,46.71560,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,6.6 [4.5-9.2],6.56000,4.54000,9.18000,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,9.9 [8.6-18.3],9.88000,8.55000,18.27970,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,9.8 [8.4-29.5],9.76000,8.39000,29.53160,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,14.4 [9.5-23.4],14.41950,9.52000,23.36910,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,11.4 [9.7-13.3],11.41540,9.65000,13.27350,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,18.8 [15.6-36.4],18.80470,15.62280,36.39300,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,29.1 [22.7-41.1],29.09930,22.70690,41.08680,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,17.9 [14.1-24.6],17.93780,14.09630,24.59260,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,38.7 [30.9-50.2],38.70730,30.87990,50.19810,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,14.4 [12.6-26.2],14.38310,12.55490,26.24830,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,21.8 [18.0-37.0],21.83780,18.00740,36.96790,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,8.0 [6.6-17.6],7.97000,6.55000,17.61740,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,18.3 [14.7-33.1],18.27800,14.73100,33.13490,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,7.4 [6.0-9.0],7.39000,5.96000,9.01000,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,10.2 [8.8-24.4],10.19470,8.80000,24.41140,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,BTSX,Both sexes,,,,,,,,26.7 [22.0-41.2],26.69480,22.00460,41.21460,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,32.3 [26.4-47.5],32.34360,26.35960,47.52970,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,7.1 [5.6-8.8],7.08000,5.61000,8.78000,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,FMLE,Female,,,,,,,,8.7 [7.3-10.2],8.67000,7.29000,10.15740,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,37.5 [30.6-63.1],37.48610,30.62410,63.14410,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,31.7 [25.8-50.8],31.71430,25.79750,50.80810,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,LKA,Sri Lanka,,YEARSALL,Total (All ages),,MLE,Male,,,,,,,,23.0 [15.1-38.7],23.04040,15.14290,38.65600,,,
SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,LKA,Sri Lanka,,AGE15-49,15-49 years,,FMLE,Female,,,,,,,,56.2,56.20000,,,,,"The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union. Unmet need data pertain to fecund married women who were not currently using contraception and who wanted no more births, wanted to postpone the next birth for at least two years or were undecided about whether to have another birth or the timing of that birth. Sri Lanka 2000 Demographic and Health Survey (national)"
SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,,,,PUBLISHED,Published,,2006-2007,2006-2007,,SEAR,2006,2007,South-East Asia,,,,,LKA,Sri Lanka,,AGE15-49,15-49 years,,FMLE,Female,,,,,,,,69.4,69.40000,,,,,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union. Excluding the Northern Province. Sri Lanka 2006-2007 Demographic and Health Survey
SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,AGE15-49,15-49 years,,FMLE,Female,,,,,,,,74.3,74.30000,,,,,The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union. Sri Lanka 2016 Demographic and Health Survey (national)
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,36 329,36329.00000,,,,,Aggregation across diseases
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,30 692,30692.00000,,,,,Aggregation across diseases
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,46 690,46690.00000,,,,,Aggregation across diseases
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,34 081,34081.00000,,,,,Aggregation across diseases
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,50 804,50804.00000,,,,,Aggregation across diseases
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,33 253,33253.00000,,,,,Aggregation across diseases
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,57 572,57572.00000,,,,,Aggregation across diseases
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,187 588,187588.00000,,,,,Aggregation across diseases
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,55 489,55489.00000,,,,,Aggregation across diseases
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,109 612,109612.00000,,,,,Aggregation across diseases
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2020,2020,,SEAR,2020,2020,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,34 529,34529.00000,,,,,Aggregation across diseases
SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,,,,PUBLISHED,Published,,2021,2021,,SEAR,2021,2021,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,26 092,26092.00000,,,,,Aggregation across diseases
